input_text,target_text
The analyst wants to verify documents and approve registration.,"Actor: analyst
UseCase: verify documents
UseCase: approve registration
Rel: analyst -> verify documents
Rel: analyst -> approve registration"
The manager wants to create project and assign task.,"Actor: manager
UseCase: create project
UseCase: assign task
Rel: manager -> create project
Rel: manager -> assign task"
The analyst wants to create project and assign task.,"Actor: analyst
UseCase: create project
UseCase: assign task
Rel: analyst -> create project
Rel: analyst -> assign task"
The applicant wants to submit assignment and check grades.,"Actor: applicant
UseCase: submit assignment
UseCase: check grades
Rel: applicant -> submit assignment
Rel: applicant -> check grades"
The moderator wants to reset password and change email.,"Actor: moderator
UseCase: reset password
UseCase: change email
Rel: moderator -> reset password
Rel: moderator -> change email"
The nurse wants to reset password and change email.,"Actor: nurse
UseCase: reset password
UseCase: change email
Rel: nurse -> reset password
Rel: nurse -> change email"
The receptionist wants to verify documents and approve registration.,"Actor: receptionist
UseCase: verify documents
UseCase: approve registration
Rel: receptionist -> verify documents
Rel: receptionist -> approve registration"
The receptionist wants to send message and read notifications.,"Actor: receptionist
UseCase: send message
UseCase: read notifications
Rel: receptionist -> send message
Rel: receptionist -> read notifications"
The developer wants to analyze data and export results.,"Actor: developer
UseCase: analyze data
UseCase: export results
Rel: developer -> analyze data
Rel: developer -> export results"
The developer wants to issue book and collect returned books.,"Actor: developer
UseCase: issue book
UseCase: collect returned books
Rel: developer -> issue book
Rel: developer -> collect returned books"
The employee wants to verify documents and approve registration.,"Actor: employee
UseCase: verify documents
UseCase: approve registration
Rel: employee -> verify documents
Rel: employee -> approve registration"
The employee wants to reset password and change email.,"Actor: employee
UseCase: reset password
UseCase: change email
Rel: employee -> reset password
Rel: employee -> change email"
The doctor wants to create account and assign roles.,"Actor: doctor
UseCase: create account
UseCase: assign roles
Rel: doctor -> create account
Rel: doctor -> assign roles"
The nurse wants to submit assignment and check grades.,"Actor: nurse
UseCase: submit assignment
UseCase: check grades
Rel: nurse -> submit assignment
Rel: nurse -> check grades"
The analyst wants to create account and assign roles.,"Actor: analyst
UseCase: create account
UseCase: assign roles
Rel: analyst -> create account
Rel: analyst -> assign roles"
The instructor wants to analyze data and export results.,"Actor: instructor
UseCase: analyze data
UseCase: export results
Rel: instructor -> analyze data
Rel: instructor -> export results"
The supervisor wants to create project and assign task.,"Actor: supervisor
UseCase: create project
UseCase: assign task
Rel: supervisor -> create project
Rel: supervisor -> assign task"
The nurse wants to schedule interview and reschedule appointment.,"Actor: nurse
UseCase: schedule interview
UseCase: reschedule appointment
Rel: nurse -> schedule interview
Rel: nurse -> reschedule appointment"
The librarian wants to reset password and change email.,"Actor: librarian
UseCase: reset password
UseCase: change email
Rel: librarian -> reset password
Rel: librarian -> change email"
The admin wants to fill out form and submit application.,"Actor: admin
UseCase: fill out form
UseCase: submit application
Rel: admin -> fill out form
Rel: admin -> submit application"
The student wants to register for classes and pay tuition.,"Actor: student
UseCase: register for classes
UseCase: pay tuition
Rel: student -> register for classes
Rel: student -> pay tuition"
The technician wants to create project and assign task.,"Actor: technician
UseCase: create project
UseCase: assign task
Rel: technician -> create project
Rel: technician -> assign task"
The librarian wants to take quiz and view result.,"Actor: librarian
UseCase: take quiz
UseCase: view result
Rel: librarian -> take quiz
Rel: librarian -> view result"
The supervisor wants to file complaint and review case.,"Actor: supervisor
UseCase: file complaint
UseCase: review case
Rel: supervisor -> file complaint
Rel: supervisor -> review case"
The employee wants to submit assignment and check grades.,"Actor: employee
UseCase: submit assignment
UseCase: check grades
Rel: employee -> submit assignment
Rel: employee -> check grades"
The volunteer wants to schedule interview and reschedule appointment.,"Actor: volunteer
UseCase: schedule interview
UseCase: reschedule appointment
Rel: volunteer -> schedule interview
Rel: volunteer -> reschedule appointment"
The student wants to fill out form and submit application.,"Actor: student
UseCase: fill out form
UseCase: submit application
Rel: student -> fill out form
Rel: student -> submit application"
The user wants to analyze data and export results.,"Actor: user
UseCase: analyze data
UseCase: export results
Rel: user -> analyze data
Rel: user -> export results"
The agent wants to prescribe medicine and review test results.,"Actor: agent
UseCase: prescribe medicine
UseCase: review test results
Rel: agent -> prescribe medicine
Rel: agent -> review test results"
The agent wants to approve request and generate report.,"Actor: agent
UseCase: approve request
UseCase: generate report
Rel: agent -> approve request
Rel: agent -> generate report"
The supervisor wants to file complaint and review case.,"Actor: supervisor
UseCase: file complaint
UseCase: review case
Rel: supervisor -> file complaint
Rel: supervisor -> review case"
The customer wants to analyze data and export results.,"Actor: customer
UseCase: analyze data
UseCase: export results
Rel: customer -> analyze data
Rel: customer -> export results"
The developer wants to request leave and view salary slip.,"Actor: developer
UseCase: request leave
UseCase: view salary slip
Rel: developer -> request leave
Rel: developer -> view salary slip"
The client wants to record attendance and send report.,"Actor: client
UseCase: record attendance
UseCase: send report
Rel: client -> record attendance
Rel: client -> send report"
The client wants to verify documents and approve registration.,"Actor: client
UseCase: verify documents
UseCase: approve registration
Rel: client -> verify documents
Rel: client -> approve registration"
The user wants to fill out form and submit application.,"Actor: user
UseCase: fill out form
UseCase: submit application
Rel: user -> fill out form
Rel: user -> submit application"
The employee wants to browse catalog and place order.,"Actor: employee
UseCase: browse catalog
UseCase: place order
Rel: employee -> browse catalog
Rel: employee -> place order"
The nurse wants to approve request and generate report.,"Actor: nurse
UseCase: approve request
UseCase: generate report
Rel: nurse -> approve request
Rel: nurse -> generate report"
The agent wants to take quiz and view result.,"Actor: agent
UseCase: take quiz
UseCase: view result
Rel: agent -> take quiz
Rel: agent -> view result"
The receptionist wants to create project and assign task.,"Actor: receptionist
UseCase: create project
UseCase: assign task
Rel: receptionist -> create project
Rel: receptionist -> assign task"
The applicant wants to reset password and change email.,"Actor: applicant
UseCase: reset password
UseCase: change email
Rel: applicant -> reset password
Rel: applicant -> change email"
The admin wants to approve request and generate report.,"Actor: admin
UseCase: approve request
UseCase: generate report
Rel: admin -> approve request
Rel: admin -> generate report"
The customer wants to create account and assign roles.,"Actor: customer
UseCase: create account
UseCase: assign roles
Rel: customer -> create account
Rel: customer -> assign roles"
The admin wants to fill out form and submit application.,"Actor: admin
UseCase: fill out form
UseCase: submit application
Rel: admin -> fill out form
Rel: admin -> submit application"
The employee wants to file complaint and review case.,"Actor: employee
UseCase: file complaint
UseCase: review case
Rel: employee -> file complaint
Rel: employee -> review case"
The user wants to verify documents and approve registration.,"Actor: user
UseCase: verify documents
UseCase: approve registration
Rel: user -> verify documents
Rel: user -> approve registration"
The receptionist wants to submit assignment and check grades.,"Actor: receptionist
UseCase: submit assignment
UseCase: check grades
Rel: receptionist -> submit assignment
Rel: receptionist -> check grades"
The agent wants to analyze data and export results.,"Actor: agent
UseCase: analyze data
UseCase: export results
Rel: agent -> analyze data
Rel: agent -> export results"
The admin wants to create account and assign roles.,"Actor: admin
UseCase: create account
UseCase: assign roles
Rel: admin -> create account
Rel: admin -> assign roles"
The developer wants to create project and assign task.,"Actor: developer
UseCase: create project
UseCase: assign task
Rel: developer -> create project
Rel: developer -> assign task"
The user wants to issue book and collect returned books.,"Actor: user
UseCase: issue book
UseCase: collect returned books
Rel: user -> issue book
Rel: user -> collect returned books"
The employee wants to start task and complete task.,"Actor: employee
UseCase: start task
UseCase: complete task
Rel: employee -> start task
Rel: employee -> complete task"
The client wants to issue book and collect returned books.,"Actor: client
UseCase: issue book
UseCase: collect returned books
Rel: client -> issue book
Rel: client -> collect returned books"
The admin wants to create project and assign task.,"Actor: admin
UseCase: create project
UseCase: assign task
Rel: admin -> create project
Rel: admin -> assign task"
The trainer wants to browse catalog and place order.,"Actor: trainer
UseCase: browse catalog
UseCase: place order
Rel: trainer -> browse catalog
Rel: trainer -> place order"
The teacher wants to flag content and escalate issue.,"Actor: teacher
UseCase: flag content
UseCase: escalate issue
Rel: teacher -> flag content
Rel: teacher -> escalate issue"
The engineer wants to fill out form and submit application.,"Actor: engineer
UseCase: fill out form
UseCase: submit application
Rel: engineer -> fill out form
Rel: engineer -> submit application"
The nurse wants to fill out form and submit application.,"Actor: nurse
UseCase: fill out form
UseCase: submit application
Rel: nurse -> fill out form
Rel: nurse -> submit application"
The manager wants to verify documents and approve registration.,"Actor: manager
UseCase: verify documents
UseCase: approve registration
Rel: manager -> verify documents
Rel: manager -> approve registration"
The librarian wants to start task and complete task.,"Actor: librarian
UseCase: start task
UseCase: complete task
Rel: librarian -> start task
Rel: librarian -> complete task"
The applicant wants to take quiz and view result.,"Actor: applicant
UseCase: take quiz
UseCase: view result
Rel: applicant -> take quiz
Rel: applicant -> view result"
The moderator wants to upload file and download resource.,"Actor: moderator
UseCase: upload file
UseCase: download resource
Rel: moderator -> upload file
Rel: moderator -> download resource"
The instructor wants to register for classes and pay tuition.,"Actor: instructor
UseCase: register for classes
UseCase: pay tuition
Rel: instructor -> register for classes
Rel: instructor -> pay tuition"
The nurse wants to create account and assign roles.,"Actor: nurse
UseCase: create account
UseCase: assign roles
Rel: nurse -> create account
Rel: nurse -> assign roles"
The manager wants to browse catalog and place order.,"Actor: manager
UseCase: browse catalog
UseCase: place order
Rel: manager -> browse catalog
Rel: manager -> place order"
The employee wants to prescribe medicine and review test results.,"Actor: employee
UseCase: prescribe medicine
UseCase: review test results
Rel: employee -> prescribe medicine
Rel: employee -> review test results"
The instructor wants to request leave and view salary slip.,"Actor: instructor
UseCase: request leave
UseCase: view salary slip
Rel: instructor -> request leave
Rel: instructor -> view salary slip"
The supervisor wants to upload file and download resource.,"Actor: supervisor
UseCase: upload file
UseCase: download resource
Rel: supervisor -> upload file
Rel: supervisor -> download resource"
The receptionist wants to start task and complete task.,"Actor: receptionist
UseCase: start task
UseCase: complete task
Rel: receptionist -> start task
Rel: receptionist -> complete task"
The agent wants to browse catalog and place order.,"Actor: agent
UseCase: browse catalog
UseCase: place order
Rel: agent -> browse catalog
Rel: agent -> place order"
The receptionist wants to log in and update profile.,"Actor: receptionist
UseCase: log in
UseCase: update profile
Rel: receptionist -> log in
Rel: receptionist -> update profile"
The user wants to take quiz and view result.,"Actor: user
UseCase: take quiz
UseCase: view result
Rel: user -> take quiz
Rel: user -> view result"
The agent wants to approve request and generate report.,"Actor: agent
UseCase: approve request
UseCase: generate report
Rel: agent -> approve request
Rel: agent -> generate report"
The supervisor wants to upload file and download resource.,"Actor: supervisor
UseCase: upload file
UseCase: download resource
Rel: supervisor -> upload file
Rel: supervisor -> download resource"
The developer wants to schedule interview and reschedule appointment.,"Actor: developer
UseCase: schedule interview
UseCase: reschedule appointment
Rel: developer -> schedule interview
Rel: developer -> reschedule appointment"
The employee wants to file complaint and review case.,"Actor: employee
UseCase: file complaint
UseCase: review case
Rel: employee -> file complaint
Rel: employee -> review case"
The employee wants to request leave and view salary slip.,"Actor: employee
UseCase: request leave
UseCase: view salary slip
Rel: employee -> request leave
Rel: employee -> view salary slip"
The technician wants to create account and assign roles.,"Actor: technician
UseCase: create account
UseCase: assign roles
Rel: technician -> create account
Rel: technician -> assign roles"
The analyst wants to verify documents and approve registration.,"Actor: analyst
UseCase: verify documents
UseCase: approve registration
Rel: analyst -> verify documents
Rel: analyst -> approve registration"
The moderator wants to send message and read notifications.,"Actor: moderator
UseCase: send message
UseCase: read notifications
Rel: moderator -> send message
Rel: moderator -> read notifications"
The manager wants to submit assignment and check grades.,"Actor: manager
UseCase: submit assignment
UseCase: check grades
Rel: manager -> submit assignment
Rel: manager -> check grades"
The receptionist wants to monitor system and report issue.,"Actor: receptionist
UseCase: monitor system
UseCase: report issue
Rel: receptionist -> monitor system
Rel: receptionist -> report issue"
The analyst wants to setup profile and join session.,"Actor: analyst
UseCase: setup profile
UseCase: join session
Rel: analyst -> setup profile
Rel: analyst -> join session"
The librarian wants to register for classes and pay tuition.,"Actor: librarian
UseCase: register for classes
UseCase: pay tuition
Rel: librarian -> register for classes
Rel: librarian -> pay tuition"
The volunteer wants to file complaint and review case.,"Actor: volunteer
UseCase: file complaint
UseCase: review case
Rel: volunteer -> file complaint
Rel: volunteer -> review case"
The analyst wants to file complaint and review case.,"Actor: analyst
UseCase: file complaint
UseCase: review case
Rel: analyst -> file complaint
Rel: analyst -> review case"
The employee wants to enroll in course and drop course.,"Actor: employee
UseCase: enroll in course
UseCase: drop course
Rel: employee -> enroll in course
Rel: employee -> drop course"
The instructor wants to browse catalog and place order.,"Actor: instructor
UseCase: browse catalog
UseCase: place order
Rel: instructor -> browse catalog
Rel: instructor -> place order"
The user wants to request leave and view salary slip.,"Actor: user
UseCase: request leave
UseCase: view salary slip
Rel: user -> request leave
Rel: user -> view salary slip"
The student wants to request leave and view salary slip.,"Actor: student
UseCase: request leave
UseCase: view salary slip
Rel: student -> request leave
Rel: student -> view salary slip"
The analyst wants to monitor system and report issue.,"Actor: analyst
UseCase: monitor system
UseCase: report issue
Rel: analyst -> monitor system
Rel: analyst -> report issue"
The user wants to issue book and collect returned books.,"Actor: user
UseCase: issue book
UseCase: collect returned books
Rel: user -> issue book
Rel: user -> collect returned books"
The supervisor wants to log in and update profile.,"Actor: supervisor
UseCase: log in
UseCase: update profile
Rel: supervisor -> log in
Rel: supervisor -> update profile"
The librarian wants to reset password and change email.,"Actor: librarian
UseCase: reset password
UseCase: change email
Rel: librarian -> reset password
Rel: librarian -> change email"
The receptionist wants to start task and complete task.,"Actor: receptionist
UseCase: start task
UseCase: complete task
Rel: receptionist -> start task
Rel: receptionist -> complete task"
The analyst wants to approve request and generate report.,"Actor: analyst
UseCase: approve request
UseCase: generate report
Rel: analyst -> approve request
Rel: analyst -> generate report"
The officer wants to create account and assign roles.,"Actor: officer
UseCase: create account
UseCase: assign roles
Rel: officer -> create account
Rel: officer -> assign roles"
The teacher wants to issue book and collect returned books.,"Actor: teacher
UseCase: issue book
UseCase: collect returned books
Rel: teacher -> issue book
Rel: teacher -> collect returned books"
The nurse wants to verify documents and approve registration.,"Actor: nurse
UseCase: verify documents
UseCase: approve registration
Rel: nurse -> verify documents
Rel: nurse -> approve registration"
The officer wants to create account and assign roles.,"Actor: officer
UseCase: create account
UseCase: assign roles
Rel: officer -> create account
Rel: officer -> assign roles"
The supervisor wants to approve request and generate report.,"Actor: supervisor
UseCase: approve request
UseCase: generate report
Rel: supervisor -> approve request
Rel: supervisor -> generate report"
The technician wants to flag content and escalate issue.,"Actor: technician
UseCase: flag content
UseCase: escalate issue
Rel: technician -> flag content
Rel: technician -> escalate issue"
The nurse wants to approve request and generate report.,"Actor: nurse
UseCase: approve request
UseCase: generate report
Rel: nurse -> approve request
Rel: nurse -> generate report"
The agent wants to prescribe medicine and review test results.,"Actor: agent
UseCase: prescribe medicine
UseCase: review test results
Rel: agent -> prescribe medicine
Rel: agent -> review test results"
The user wants to record attendance and send report.,"Actor: user
UseCase: record attendance
UseCase: send report
Rel: user -> record attendance
Rel: user -> send report"
The trainer wants to take quiz and view result.,"Actor: trainer
UseCase: take quiz
UseCase: view result
Rel: trainer -> take quiz
Rel: trainer -> view result"
The manager wants to register for classes and pay tuition.,"Actor: manager
UseCase: register for classes
UseCase: pay tuition
Rel: manager -> register for classes
Rel: manager -> pay tuition"
The engineer wants to record attendance and send report.,"Actor: engineer
UseCase: record attendance
UseCase: send report
Rel: engineer -> record attendance
Rel: engineer -> send report"
The employee wants to upload file and download resource.,"Actor: employee
UseCase: upload file
UseCase: download resource
Rel: employee -> upload file
Rel: employee -> download resource"
The developer wants to flag content and escalate issue.,"Actor: developer
UseCase: flag content
UseCase: escalate issue
Rel: developer -> flag content
Rel: developer -> escalate issue"
The student wants to verify documents and approve registration.,"Actor: student
UseCase: verify documents
UseCase: approve registration
Rel: student -> verify documents
Rel: student -> approve registration"
The applicant wants to file complaint and review case.,"Actor: applicant
UseCase: file complaint
UseCase: review case
Rel: applicant -> file complaint
Rel: applicant -> review case"
The officer wants to start task and complete task.,"Actor: officer
UseCase: start task
UseCase: complete task
Rel: officer -> start task
Rel: officer -> complete task"
The developer wants to fill out form and submit application.,"Actor: developer
UseCase: fill out form
UseCase: submit application
Rel: developer -> fill out form
Rel: developer -> submit application"
The librarian wants to create account and assign roles.,"Actor: librarian
UseCase: create account
UseCase: assign roles
Rel: librarian -> create account
Rel: librarian -> assign roles"
The instructor wants to monitor system and report issue.,"Actor: instructor
UseCase: monitor system
UseCase: report issue
Rel: instructor -> monitor system
Rel: instructor -> report issue"
The librarian wants to submit assignment and check grades.,"Actor: librarian
UseCase: submit assignment
UseCase: check grades
Rel: librarian -> submit assignment
Rel: librarian -> check grades"
The moderator wants to submit assignment and check grades.,"Actor: moderator
UseCase: submit assignment
UseCase: check grades
Rel: moderator -> submit assignment
Rel: moderator -> check grades"
The volunteer wants to start task and complete task.,"Actor: volunteer
UseCase: start task
UseCase: complete task
Rel: volunteer -> start task
Rel: volunteer -> complete task"
The technician wants to start task and complete task.,"Actor: technician
UseCase: start task
UseCase: complete task
Rel: technician -> start task
Rel: technician -> complete task"
The teacher wants to file complaint and review case.,"Actor: teacher
UseCase: file complaint
UseCase: review case
Rel: teacher -> file complaint
Rel: teacher -> review case"
The supervisor wants to reset password and change email.,"Actor: supervisor
UseCase: reset password
UseCase: change email
Rel: supervisor -> reset password
Rel: supervisor -> change email"
The receptionist wants to take quiz and view result.,"Actor: receptionist
UseCase: take quiz
UseCase: view result
Rel: receptionist -> take quiz
Rel: receptionist -> view result"
The trainer wants to take quiz and view result.,"Actor: trainer
UseCase: take quiz
UseCase: view result
Rel: trainer -> take quiz
Rel: trainer -> view result"
The manager wants to register for classes and pay tuition.,"Actor: manager
UseCase: register for classes
UseCase: pay tuition
Rel: manager -> register for classes
Rel: manager -> pay tuition"
The officer wants to take quiz and view result.,"Actor: officer
UseCase: take quiz
UseCase: view result
Rel: officer -> take quiz
Rel: officer -> view result"
The manager wants to create project and assign task.,"Actor: manager
UseCase: create project
UseCase: assign task
Rel: manager -> create project
Rel: manager -> assign task"
The doctor wants to register for classes and pay tuition.,"Actor: doctor
UseCase: register for classes
UseCase: pay tuition
Rel: doctor -> register for classes
Rel: doctor -> pay tuition"
The volunteer wants to analyze data and export results.,"Actor: volunteer
UseCase: analyze data
UseCase: export results
Rel: volunteer -> analyze data
Rel: volunteer -> export results"
The applicant wants to browse catalog and place order.,"Actor: applicant
UseCase: browse catalog
UseCase: place order
Rel: applicant -> browse catalog
Rel: applicant -> place order"
The analyst wants to browse catalog and place order.,"Actor: analyst
UseCase: browse catalog
UseCase: place order
Rel: analyst -> browse catalog
Rel: analyst -> place order"
The instructor wants to send message and read notifications.,"Actor: instructor
UseCase: send message
UseCase: read notifications
Rel: instructor -> send message
Rel: instructor -> read notifications"
The instructor wants to register for classes and pay tuition.,"Actor: instructor
UseCase: register for classes
UseCase: pay tuition
Rel: instructor -> register for classes
Rel: instructor -> pay tuition"
The developer wants to reset password and change email.,"Actor: developer
UseCase: reset password
UseCase: change email
Rel: developer -> reset password
Rel: developer -> change email"
The employee wants to create project and assign task.,"Actor: employee
UseCase: create project
UseCase: assign task
Rel: employee -> create project
Rel: employee -> assign task"
The teacher wants to file complaint and review case.,"Actor: teacher
UseCase: file complaint
UseCase: review case
Rel: teacher -> file complaint
Rel: teacher -> review case"
The receptionist wants to verify documents and approve registration.,"Actor: receptionist
UseCase: verify documents
UseCase: approve registration
Rel: receptionist -> verify documents
Rel: receptionist -> approve registration"
The analyst wants to monitor system and report issue.,"Actor: analyst
UseCase: monitor system
UseCase: report issue
Rel: analyst -> monitor system
Rel: analyst -> report issue"
The applicant wants to reset password and change email.,"Actor: applicant
UseCase: reset password
UseCase: change email
Rel: applicant -> reset password
Rel: applicant -> change email"
The instructor wants to setup profile and join session.,"Actor: instructor
UseCase: setup profile
UseCase: join session
Rel: instructor -> setup profile
Rel: instructor -> join session"
The teacher wants to create account and assign roles.,"Actor: teacher
UseCase: create account
UseCase: assign roles
Rel: teacher -> create account
Rel: teacher -> assign roles"
The customer wants to reset password and change email.,"Actor: customer
UseCase: reset password
UseCase: change email
Rel: customer -> reset password
Rel: customer -> change email"
The receptionist wants to start task and complete task.,"Actor: receptionist
UseCase: start task
UseCase: complete task
Rel: receptionist -> start task
Rel: receptionist -> complete task"
The engineer wants to flag content and escalate issue.,"Actor: engineer
UseCase: flag content
UseCase: escalate issue
Rel: engineer -> flag content
Rel: engineer -> escalate issue"
The officer wants to upload file and download resource.,"Actor: officer
UseCase: upload file
UseCase: download resource
Rel: officer -> upload file
Rel: officer -> download resource"
The teacher wants to prescribe medicine and review test results.,"Actor: teacher
UseCase: prescribe medicine
UseCase: review test results
Rel: teacher -> prescribe medicine
Rel: teacher -> review test results"
The applicant wants to analyze data and export results.,"Actor: applicant
UseCase: analyze data
UseCase: export results
Rel: applicant -> analyze data
Rel: applicant -> export results"
The applicant wants to register for classes and pay tuition.,"Actor: applicant
UseCase: register for classes
UseCase: pay tuition
Rel: applicant -> register for classes
Rel: applicant -> pay tuition"
The customer wants to record attendance and send report.,"Actor: customer
UseCase: record attendance
UseCase: send report
Rel: customer -> record attendance
Rel: customer -> send report"
The nurse wants to request leave and view salary slip.,"Actor: nurse
UseCase: request leave
UseCase: view salary slip
Rel: nurse -> request leave
Rel: nurse -> view salary slip"
The analyst wants to browse catalog and place order.,"Actor: analyst
UseCase: browse catalog
UseCase: place order
Rel: analyst -> browse catalog
Rel: analyst -> place order"
The teacher wants to send message and read notifications.,"Actor: teacher
UseCase: send message
UseCase: read notifications
Rel: teacher -> send message
Rel: teacher -> read notifications"
The doctor wants to enroll in course and drop course.,"Actor: doctor
UseCase: enroll in course
UseCase: drop course
Rel: doctor -> enroll in course
Rel: doctor -> drop course"
The developer wants to flag content and escalate issue.,"Actor: developer
UseCase: flag content
UseCase: escalate issue
Rel: developer -> flag content
Rel: developer -> escalate issue"
The analyst wants to monitor system and report issue.,"Actor: analyst
UseCase: monitor system
UseCase: report issue
Rel: analyst -> monitor system
Rel: analyst -> report issue"
The receptionist wants to send message and read notifications.,"Actor: receptionist
UseCase: send message
UseCase: read notifications
Rel: receptionist -> send message
Rel: receptionist -> read notifications"
The librarian wants to issue book and collect returned books.,"Actor: librarian
UseCase: issue book
UseCase: collect returned books
Rel: librarian -> issue book
Rel: librarian -> collect returned books"
The teacher wants to monitor system and report issue.,"Actor: teacher
UseCase: monitor system
UseCase: report issue
Rel: teacher -> monitor system
Rel: teacher -> report issue"
The customer wants to analyze data and export results.,"Actor: customer
UseCase: analyze data
UseCase: export results
Rel: customer -> analyze data
Rel: customer -> export results"
The moderator wants to create account and assign roles.,"Actor: moderator
UseCase: create account
UseCase: assign roles
Rel: moderator -> create account
Rel: moderator -> assign roles"
The supervisor wants to log in and update profile.,"Actor: supervisor
UseCase: log in
UseCase: update profile
Rel: supervisor -> log in
Rel: supervisor -> update profile"
The customer wants to send message and read notifications.,"Actor: customer
UseCase: send message
UseCase: read notifications
Rel: customer -> send message
Rel: customer -> read notifications"
The applicant wants to file complaint and review case.,"Actor: applicant
UseCase: file complaint
UseCase: review case
Rel: applicant -> file complaint
Rel: applicant -> review case"
The officer wants to approve request and generate report.,"Actor: officer
UseCase: approve request
UseCase: generate report
Rel: officer -> approve request
Rel: officer -> generate report"
The volunteer wants to file complaint and review case.,"Actor: volunteer
UseCase: file complaint
UseCase: review case
Rel: volunteer -> file complaint
Rel: volunteer -> review case"
The officer wants to monitor system and report issue.,"Actor: officer
UseCase: monitor system
UseCase: report issue
Rel: officer -> monitor system
Rel: officer -> report issue"
The teacher wants to monitor system and report issue.,"Actor: teacher
UseCase: monitor system
UseCase: report issue
Rel: teacher -> monitor system
Rel: teacher -> report issue"
The client wants to create account and assign roles.,"Actor: client
UseCase: create account
UseCase: assign roles
Rel: client -> create account
Rel: client -> assign roles"
The nurse wants to file complaint and review case.,"Actor: nurse
UseCase: file complaint
UseCase: review case
Rel: nurse -> file complaint
Rel: nurse -> review case"
The doctor wants to start task and complete task.,"Actor: doctor
UseCase: start task
UseCase: complete task
Rel: doctor -> start task
Rel: doctor -> complete task"
The user wants to start task and complete task.,"Actor: user
UseCase: start task
UseCase: complete task
Rel: user -> start task
Rel: user -> complete task"
The technician wants to fill out form and submit application.,"Actor: technician
UseCase: fill out form
UseCase: submit application
Rel: technician -> fill out form
Rel: technician -> submit application"
The doctor wants to file complaint and review case.,"Actor: doctor
UseCase: file complaint
UseCase: review case
Rel: doctor -> file complaint
Rel: doctor -> review case"
The nurse wants to submit assignment and check grades.,"Actor: nurse
UseCase: submit assignment
UseCase: check grades
Rel: nurse -> submit assignment
Rel: nurse -> check grades"
The nurse wants to upload file and download resource.,"Actor: nurse
UseCase: upload file
UseCase: download resource
Rel: nurse -> upload file
Rel: nurse -> download resource"
The receptionist wants to prescribe medicine and review test results.,"Actor: receptionist
UseCase: prescribe medicine
UseCase: review test results
Rel: receptionist -> prescribe medicine
Rel: receptionist -> review test results"
The teacher wants to issue book and collect returned books.,"Actor: teacher
UseCase: issue book
UseCase: collect returned books
Rel: teacher -> issue book
Rel: teacher -> collect returned books"
The trainer wants to approve request and generate report.,"Actor: trainer
UseCase: approve request
UseCase: generate report
Rel: trainer -> approve request
Rel: trainer -> generate report"
The applicant wants to fill out form and submit application.,"Actor: applicant
UseCase: fill out form
UseCase: submit application
Rel: applicant -> fill out form
Rel: applicant -> submit application"
The officer wants to analyze data and export results.,"Actor: officer
UseCase: analyze data
UseCase: export results
Rel: officer -> analyze data
Rel: officer -> export results"
The doctor wants to analyze data and export results.,"Actor: doctor
UseCase: analyze data
UseCase: export results
Rel: doctor -> analyze data
Rel: doctor -> export results"
The developer wants to analyze data and export results.,"Actor: developer
UseCase: analyze data
UseCase: export results
Rel: developer -> analyze data
Rel: developer -> export results"
The agent wants to verify documents and approve registration.,"Actor: agent
UseCase: verify documents
UseCase: approve registration
Rel: agent -> verify documents
Rel: agent -> approve registration"
The moderator wants to schedule interview and reschedule appointment.,"Actor: moderator
UseCase: schedule interview
UseCase: reschedule appointment
Rel: moderator -> schedule interview
Rel: moderator -> reschedule appointment"
The applicant wants to analyze data and export results.,"Actor: applicant
UseCase: analyze data
UseCase: export results
Rel: applicant -> analyze data
Rel: applicant -> export results"
The receptionist wants to issue book and collect returned books.,"Actor: receptionist
UseCase: issue book
UseCase: collect returned books
Rel: receptionist -> issue book
Rel: receptionist -> collect returned books"
The supervisor wants to send message and read notifications.,"Actor: supervisor
UseCase: send message
UseCase: read notifications
Rel: supervisor -> send message
Rel: supervisor -> read notifications"
The agent wants to prescribe medicine and review test results.,"Actor: agent
UseCase: prescribe medicine
UseCase: review test results
Rel: agent -> prescribe medicine
Rel: agent -> review test results"
The receptionist wants to upload file and download resource.,"Actor: receptionist
UseCase: upload file
UseCase: download resource
Rel: receptionist -> upload file
Rel: receptionist -> download resource"
The agent wants to browse catalog and place order.,"Actor: agent
UseCase: browse catalog
UseCase: place order
Rel: agent -> browse catalog
Rel: agent -> place order"
The librarian wants to request leave and view salary slip.,"Actor: librarian
UseCase: request leave
UseCase: view salary slip
Rel: librarian -> request leave
Rel: librarian -> view salary slip"
The employee wants to record attendance and send report.,"Actor: employee
UseCase: record attendance
UseCase: send report
Rel: employee -> record attendance
Rel: employee -> send report"
The applicant wants to monitor system and report issue.,"Actor: applicant
UseCase: monitor system
UseCase: report issue
Rel: applicant -> monitor system
Rel: applicant -> report issue"
The volunteer wants to flag content and escalate issue.,"Actor: volunteer
UseCase: flag content
UseCase: escalate issue
Rel: volunteer -> flag content
Rel: volunteer -> escalate issue"
The technician wants to issue book and collect returned books.,"Actor: technician
UseCase: issue book
UseCase: collect returned books
Rel: technician -> issue book
Rel: technician -> collect returned books"
The client wants to flag content and escalate issue.,"Actor: client
UseCase: flag content
UseCase: escalate issue
Rel: client -> flag content
Rel: client -> escalate issue"
The doctor wants to start task and complete task.,"Actor: doctor
UseCase: start task
UseCase: complete task
Rel: doctor -> start task
Rel: doctor -> complete task"
